id	traderID	SourceCode	ExtraInfo	SourceDetails
1	506	BL/TD	NULL	NULL
2	507	JAL/BWK	NULL	NULL
3	508	RAMSDEN	NULL	NULL
4	508	PIGOT	39	NULL
5	509	BHSUS31	NULL	NULL
6	510	BL/APP	NULL	NULL
7	511	BL/Int	NULL	NULL
8	514	RAMSPROV	NULL	NULL
9	514	BL/WS	NULL	NULL
10	515	HUNT	NULL	NULL
11	515	WALLIS	NULL	NULL
12	515	MAXTED	NULL	NULL
13	515	PLOMER4	NULL	NULL
14	516	HUNT	NULL	NULL
15	516	WALLIS	NULL	NULL
16	516	O&B	NULL	NULL
17	517	ESTC	NULL	NULL
18	518	HUNT	NULL	NULL
19	518	WALLIS	NULL	NULL
20	519	HUNT	NULL	NULL
21	519	WALLIS	NULL	NULL
22	520	HUNT	NULL	NULL
23	520	WALLIS	NULL	NULL
24	520	ALEXANDER	NULL	NULL
25	520	WORJ	2286	NULL
26	521	HUNT	NULL	NULL
27	521	PLOMER4	NULL	NULL
28	522	MAXTED	NULL	NULL
29	523	BL/PB	NULL	NULL
30	525	PIGOT	39	NULL
31	526	UNDERHILL	NULL	NULL
32	527	BL/PR	NULL	NULL
33	528	BTNW2	NULL	NULL
34	529	ESTC	NULL	NULL
35	529	GOULDEN	NULL	NULL
36	530	MCKAY	NULL	NULL
37	530	GAVIN	NULL	NULL
38	531	BTNW2	NULL	NULL
39	532	CENSUS	1851	NULL
40	533	CENSUS	1851	NULL
41	535	DUFF	NULL	NULL
42	536	MAXTED	NULL	NULL
43	536	HUMPHRIES	NULL	NULL
44	537	MISC	NULL	NULL
45	538	RGSUS	NULL	NULL
46	539	IM.EWP7	NULL	NULL
47	540	EDWARDS	NULL	NULL
48	540	PIcat	NULL	NULL
49	540	BHSUS31	NULL	NULL
50	541	ESTC	NULL	NULL
51	541	PLOMER	NULL	NULL
52	541	PIcat	NULL	NULL
53	542	PLOMER4	NULL	NULL
54	543	ESTC	NULL	NULL
55	544	PIcat	NULL	NULL
56	545	PLOMER4	NULL	NULL
57	545	PIcat	NULL	NULL
58	546	JSE	NULL	NULL
59	546	PLOMER4	NULL	NULL
60	547	MCKAY	NULL	NULL
61	547	BTNWX	NULL	NULL
62	548	PIGOT	28	NULL
63	550	BTNW3	NULL	NULL
64	551	BTNW2	NULL	NULL
65	554	ESTC	NULL	NULL
66	554	MAXTED	NULL	NULL
67	555	CHETHAM	NULL	NULL
68	556	ESTC	NULL	NULL
69	557	ESTC	NULL	NULL
70	558	ESTC	NULL	NULL
71	559	ESTC	NULL	NULL
72	560	BL/PB	NULL	NULL
73	561	PIGOT	39	NULL
74	562	RGMID	NULL	NULL
75	563	RGMID	NULL	NULL
76	564	PLOMER1	NULL	NULL
77	564	STC	NULL	NULL
78	565	HOLDEN05	NULL	NULL
79	566	MAXTED	NULL	NULL
80	566	HOWE	NULL	NULL
81	567	STC	NULL	NULL
82	569	PLOMER1	NULL	NULL
83	569	STC	NULL	NULL
84	570	ESTC	NULL	NULL
85	571	BL/Cen	NULL	NULL
86	572	BAINES	NULL	NULL
87	573	ESTC	NULL	NULL
88	574	ESTC	NULL	NULL
89	575	BBS6	NULL	NULL
90	576	TODD	NULL	NULL
91	576	PIGOT	39	NULL
92	577	ESTC	NULL	NULL
93	577	DDM	17/5/1792	NULL
94	578	ESTC	NULL	NULL
95	579	BL/SR	NULL	NULL
96	580	COPSEY	NULL	NULL
97	581	COPSEY	NULL	NULL
98	583	IRI	63/24	NULL
99	584	PIcat	NULL	NULL
100	585	RAMSPROV	NULL	NULL
101	585	HUMPHRIES	NULL	NULL
102	586	WALLIS	NULL	NULL
103	587	HFRJ	5415	NULL
104	588	HOWECO	NULL	NULL
105	589	MYERSMS	NULL	NULL
106	590	RCSUR	NULL	NULL
107	591	HUNT	NULL	NULL
108	591	WALLIS	NULL	NULL
109	591	ESTC	NULL	NULL
110	592	BBS5	NULL	NULL
111	592	C&E1816	NULL	NULL
112	593	MAXTED	NULL	NULL
113	595	BTNW3	NULL	NULL
114	596	HUMPHRIES	NULL	NULL
115	597	MAXTED	NULL	NULL
116	598	PIGOT	39	NULL
117	599	ESTC	NULL	NULL
118	600	ESTC	NULL	NULL
119	601	BTNW2	NULL	NULL
120	602	BL/PP	NULL	NULL
121	603	HFRJ	2054	NULL
122	603	COPSEY/HALLAM	NULL	NULL
123	603	COPSEY	NULL	NULL
124	604	TODD	NULL	NULL
125	605	COPSEY	NULL	NULL
126	606	BHSUS40	NULL	NULL
127	607	JAL/BWK	NULL	NULL
128	609	STOKER	NULL	NULL
129	610	UNDERHILL	NULL	NULL
130	611	HOLDEN05	NULL	NULL
131	612	STOKERN	NULL	NULL
132	613	BTNW2	NULL	NULL
133	614	DER-CRO	NULL	NULL
134	615	KAM	NULL	NULL
135	616	PIGOT	39	NULL
136	617	TODD	NULL	NULL
137	618	PLOMER1	NULL	NULL
138	618	STC	NULL	NULL
139	619	BAINES	NULL	NULL
140	620	ESTC	NULL	NULL
141	621	MAXTED	NULL	NULL
142	622	ESTC	NULL	NULL
143	623	COPSEY/HALLAM	NULL	NULL
144	624	BL/PB	NULL	NULL
145	625	BHSUS11	NULL	NULL
146	626	MAXTED	NULL	NULL
147	511	TS	NULL	NULL
148	511	BAINES	NULL	NULL
149	626	HOLDEN05	NULL	NULL
150	608	ESTC	NULL	NULL
151	608	STOKERN	NULL	NULL
152	25565	BBS6	NULL	NULL
153	26899	BBS6	NULL	NULL
154	26915	BBS7	NULL	NULL
155	26954	BBS7	NULL	NULL
156	27368	BBS7	NULL	NULL
157	27369	BBS3+	NULL	NULL
158	27369	BBS7	NULL	NULL
159	27370	BBS7	NULL	NULL
160	27784	BBS6	NULL	NULL
161	28022	BBS4	NULL	NULL
162	28122	BBS6	NULL	NULL
163	28125	BBS5	NULL	NULL
164	28127	BBS6	NULL	NULL
165	28128	BBS5	NULL	NULL
166	28176	BBS4	NULL	NULL
167	28176	BBS5	NULL	NULL
168	28176	BBS7	NULL	NULL
169	28184	BBS6	NULL	NULL
170	28184	BBS7	NULL	NULL
171	28188	BBS7	NULL	NULL
172	28189	BBS7	NULL	NULL
173	28589	BBS7	NULL	NULL
174	29086	BBS7	NULL	NULL
175	29139	BBS7	NULL	NULL
176	29142	BBS7	NULL	NULL
177	29276	BBS7	NULL	NULL
178	29343	BBS3	NULL	NULL
179	29343	BBS5	NULL	NULL
180	29344	BBS3	NULL	NULL
181	29344	BBS5	NULL	NULL
182	29581	BBS6	NULL	NULL
183	29952	BBS7	NULL	NULL
184	31757	BBS2	NULL	NULL
185	36189	BBS3+	NULL	NULL
186	36522	BBS2	NULL	NULL
187	36522	BBS3	NULL	NULL
188	63664	BBS4	NULL	NULL
189	63664	BBS5	NULL	NULL
190	63664	BBS6	NULL	NULL
191	64562	BBS3	NULL	NULL
192	67624	BBS4	NULL	NULL
193	71153	BBS2	NULL	NULL
194	71153	BBS5	NULL	NULL
195	74420	BBS2	NULL	NULL
196	74420	BBS3	NULL	NULL
197	75746	BBS3+	NULL	NULL
198	31720	BBS3	NULL	NULL
199	34390	BBS3	NULL	NULL
200	37245	BBS3	NULL	NULL
201	39438	BBS3	NULL	NULL
202	43912	BBS3	NULL	NULL
203	45571	BBS6	NULL	NULL
204	48737	BBS3	NULL	NULL
205	59663	BBS3	NULL	NULL
206	59663	BBS5	NULL	NULL
207	60822	BBS3	NULL	NULL
208	60822	BBS5	NULL	NULL
209	62748	BBS5	NULL	NULL
210	63363	BBS3	NULL	NULL
211	63682	BBS3+	NULL	NULL
212	63683	BBS3+	NULL	NULL
213	63683	BBS5	NULL	NULL
214	64032	BBS3	NULL	NULL
215	64032	BBS5	NULL	NULL
216	64032	BBS6	NULL	NULL
217	66045	BBS3	NULL	NULL
218	66045	BBS3+	NULL	NULL
219	68757	BBS3+	NULL	NULL
220	71971	BBS3	NULL	NULL
221	72038	BBS3	NULL	NULL
222	72038	BBS3+	NULL	NULL
223	72038	BBS4	NULL	NULL
224	72038	BBS5	NULL	NULL
225	77603	BBS3	NULL	NULL
226	78302	BBS3	NULL	NULL
227	78302	BBS3+	NULL	NULL
228	33629	BBS5	NULL	NULL
229	33629	BBS6	NULL	NULL
230	34024	BBS4	NULL	NULL
231	34393	BBS5	NULL	NULL
232	34947	BBS5	NULL	NULL
233	38912	BBS6	NULL	NULL
234	38913	BBS6	NULL	NULL
235	38913	BBS7	NULL	NULL
236	45639	BBS7	NULL	NULL
237	47560	BBS4	NULL	NULL
238	47560	BBS5	NULL	NULL
239	48338	BBS5	NULL	NULL
240	48338	BBS6	NULL	NULL
241	48338	BBS7	NULL	NULL
242	48662	BBS3+	NULL	NULL
243	48662	BBS4	NULL	NULL
244	48662	BBS5	NULL	NULL
245	48662	BBS6	NULL	NULL
246	52582	BBS6	NULL	NULL
247	54456	BBS3+	NULL	NULL
248	57134	BBS4	NULL	NULL
249	59470	BBS5	NULL	NULL
250	60644	BBS4	NULL	NULL
251	62089	BBS5	NULL	NULL
252	62089	BBS6	NULL	NULL
253	64582	BBS4	NULL	NULL
254	66576	BBS6	NULL	NULL
255	69901	BBS4	NULL	NULL
256	69901	BBS6	NULL	NULL
257	70449	BBS5	NULL	NULL
258	70449	BBS6	NULL	NULL
259	71104	BBS5	NULL	NULL
260	71623	BBS4	NULL	NULL
261	75192	BBS4	NULL	NULL
262	75194	BBS4	NULL	NULL
263	77186	BBS5	NULL	NULL
264	77362	BBS5	NULL	NULL
265	77619	BBS6	NULL	NULL
266	30904	BBS6	NULL	NULL
267	30904	BBS7	NULL	NULL
268	36128	BBS6	NULL	NULL
269	36972	BBS5	NULL	NULL
270	44066	BBS5	NULL	NULL
271	46188	BBS5	NULL	NULL
272	46188	BBS6	NULL	NULL
273	46188	BBS7	NULL	NULL
274	47904	BBS5	NULL	NULL
275	53402	BBS5	NULL	NULL
276	60438	BBS5	NULL	NULL
277	60631	BBS7	NULL	NULL
278	60816	BBS7	NULL	NULL
279	61131	BBS5	NULL	NULL
280	63187	BBS4	NULL	NULL
281	64586	BBS6	NULL	NULL
282	64586	BBS7	NULL	NULL
283	67629	BBS5	NULL	NULL
284	71999	BBS5	NULL	NULL
285	76040	BBS5	NULL	NULL
286	30002	BBS6	NULL	NULL
287	30197	BBS6	NULL	NULL
288	30821	BBS6	NULL	NULL
289	30821	BBS7	NULL	NULL
290	30923	BBS6	NULL	NULL
291	32040	BBS5	NULL	NULL
292	32079	BBS6	NULL	NULL
293	32079	BBS7	NULL	NULL
294	32281	BBS6	NULL	NULL
295	32283	BBS7	NULL	NULL
296	32771	BBS6	NULL	NULL
297	32771	BBS7	NULL	NULL
298	33419	BBS6	NULL	NULL
299	34738	BBS6	NULL	NULL
300	34766	BBS7	NULL	NULL
301	34953	BBS6	NULL	NULL
302	34986	BBS6	NULL	NULL
303	34986	BBS7	NULL	NULL
304	35065	BBS6	NULL	NULL
305	35074	BBS6	NULL	NULL
306	66805	ESTC	NULL	NULL
307	35074	BBS7	NULL	NULL
308	31163	BBS7	NULL	NULL
309	45660	BBS5	NULL	NULL
310	69825	BBS3	NULL	NULL
311	69825	BBS4	NULL	NULL
312	69825	BBS5	NULL	NULL
313	73488	BBS7	NULL	NULL
314	73916	BBS7	NULL	NULL
315	74933	BBS7	NULL	NULL
316	75834	BBS7	NULL	NULL
317	77494	BBS7	NULL	NULL
318	77685	BBS7	NULL	NULL
319	4805	BHSUS9	NULL	NULL
320	4815	BHSUS7	NULL	NULL
321	4815	BHSUS9	NULL	NULL
322	4815	BHSUS17	NULL	NULL
323	4834	BHSUS9	NULL	NULL
324	4834	BHSUS11	NULL	NULL
325	11471	BHSUS12	NULL	NULL
326	11471	BHSUS13	NULL	NULL
327	11471	BHSUS38	NULL	NULL
328	30950	BHSUS35	NULL	NULL
329	42035	BHSUS13	NULL	NULL
330	42035	BHSUS25	NULL	NULL
331	42035	BHSUS34	NULL	NULL
332	42035	BHSUS39	NULL	NULL
333	42035	BHSUS40	NULL	NULL
334	42044	BHSUS7	NULL	NULL
335	42044	BHSUS13	NULL	NULL
336	42044	BHSUS14	NULL	NULL
337	42044	BHSUS25	NULL	NULL
338	50869	BHSUS31	NULL	NULL
339	51013	BHSUS31	NULL	NULL
340	51019	BHSUS31	NULL	NULL
341	54021	BHSUS31	NULL	NULL
342	54516	BHSUS31	NULL	NULL
343	57927	BHSUS31	NULL	NULL
344	61153	BHSUS31	NULL	NULL
345	67428	BHSUS31	NULL	NULL
346	67804	BHSUS31	NULL	NULL
347	69129	BHSUS31	NULL	NULL
348	75369	BHSUS31	NULL	NULL
349	75372	BHSUS31	NULL	NULL
350	78318	BHSUS31	NULL	NULL
351	78620	BHSUS31	NULL	NULL
352	7002	BHSUS40	NULL	NULL
353	51756	BHSUS40	NULL	NULL
354	11263	BHSUS37	NULL	NULL
355	11263	BHSUS40	NULL	NULL
356	3182	BHSUS39	NULL	NULL
357	13009	BHSUS39	NULL	NULL
358	27704	BHSUS39	NULL	NULL
359	46961	BHSUS39	NULL	NULL
360	52185	BHSUS32	NULL	NULL
361	66081	BHSUS39	NULL	NULL
362	37302	BHSUS39	NULL	NULL
363	37302	BHSUS40	NULL	NULL
364	1	JAL/BC	NULL	NULL
365	2	ESTC	NULL	NULL
366	4	PIGOT	39	NULL
367	5	BTNW2	NULL	NULL
368	6	ER	NULL	NULL
369	7	BL/TD	NULL	NULL
370	8	CHETHAM	NULL	NULL
371	9	JAL/BATTLE	NULL	NULL
372	10	TS	NULL	NULL
373	10	O&B	NULL	NULL
374	11	BAINES	NULL	NULL
375	13	SHORTER	NULL	NULL
376	13	C&E1816	NULL	NULL
377	14	ESTC	NULL	NULL
378	15	HOWE	NULL	NULL
379	15	ESTC	NULL	NULL
380	16	ESTC	NULL	NULL
381	17	BL/PB	NULL	NULL
382	18	BTNW2	NULL	NULL
383	19	ESTC	NULL	NULL
384	20	BL/PB	NULL	NULL
385	21	MYERSMS	NULL	NULL
386	22	COPSEY	NULL	NULL
387	23	TODD	NULL	NULL
388	24	SUS-CRO	NULL	NULL
389	25	Beales	NULL	NULL
390	26	PIcat	NULL	NULL
391	27	CHETHAM	NULL	NULL
392	28	BL/PB	NULL	NULL
393	29	BTNW2	NULL	NULL
394	30	BTNW2	NULL	NULL
395	31	BL/PP	NULL	NULL
396	32	BTNW2	NULL	NULL
397	33	COPSEY	NULL	NULL
398	33	IM.EWP8	NULL	NULL
399	34	IM.EWP8	NULL	NULL
400	34	COPSEY/HALLAM	NULL	NULL
401	34	COPSEY	NULL	NULL
402	35	COPSEY/HALLAM	NULL	NULL
403	35	COPSEY	NULL	NULL
404	36	BAINES	NULL	NULL
405	37	COPSEY/HALLAM	NULL	NULL
406	37	COPSEY	NULL	NULL
407	38	COPSEY/HALLAM	NULL	NULL
408	38	COPSEY	NULL	NULL
409	39	MAXTED	NULL	NULL
410	39	UNDERHILL	NULL	NULL
411	40	MYERSMS	NULL	NULL
412	41	MISC	NULL	NULL
413	42	PIGOT	39	NULL
414	43	IM.EWP7	NULL	NULL
415	44	COPSEY	NULL	NULL
416	45	PIGOT	30	NULL
417	46	MAXTED	NULL	NULL
418	46	HOLDEN02	NULL	NULL
419	47	ESTC	NULL	NULL
420	48	ESTC	NULL	NULL
421	49	PIGOT	30	NULL
422	50	MISC	NULL	NULL
423	51	TODD	NULL	NULL
424	52	JAL/CHAL	NULL	NULL
425	54	PIGOT	41	NULL
426	54	PIcat	NULL	NULL
427	55	BHSUS11	NULL	NULL
428	56	KASSLER	NULL	NULL
429	56	HUMPHRIES	NULL	NULL
430	57	IM.EWP8	NULL	NULL
431	58	COMBE	NULL	NULL
432	58	PIGOT	28/31	NULL
433	58	SLATER47	NULL	NULL
434	59	LONSTAT	NULL	NULL
435	60	LONSTAT	NULL	NULL
436	61	IM.EWP8	NULL	NULL
437	61	BAILEY	1784	NULL
438	61	UBD	91/94	NULL
439	62	BTNW2	NULL	NULL
440	63	BTNW2	NULL	NULL
441	64	BTNW2	NULL	NULL
442	65	JAL/CHAL	NULL	NULL
443	66	ER	NULL	NULL
444	67	PLOMER3	NULL	NULL
445	68	BL/PB	NULL	NULL
446	69	SHORTER	NULL	NULL
447	70	SHORTER	NULL	NULL
448	71	SHORTER	NULL	NULL
449	849	VCH-LEI	4.82	NULL
450	850	PLOMER2	NULL	NULL
451	851	PLOMER3	NULL	NULL
452	852	SHORTER	NULL	NULL
453	853	CP	NULL	NULL
454	854	WAKEMAN	NULL	NULL
455	855	ESTC	NULL	NULL
456	856	GOULDEN	NULL	NULL
457	64335	BHSUS31	NULL	NULL
458	72331	BHSUS31	NULL	NULL
459	71029	BHSUS31	NULL	NULL
460	72627	BHSUS42	NULL	NULL
461	857	BL/APP	NULL	NULL
462	858	IRI	63/35	NULL
463	860	STOKERN	NULL	NULL
464	860	UBD	NULL	NULL
465	861	ESTC	NULL	NULL
466	862	LW	NULL	NULL
467	863	TODD	NULL	NULL
468	864	BAINES	NULL	NULL
469	865	IBm	NULL	NULL
470	866	RAMSDEN	NULL	NULL
471	867	PIGOT	39	NULL
472	868	PIGOT	39	NULL
473	869	IM.EWP7	NULL	NULL
474	870	SCHMOLLER	NULL	NULL
475	871	IM.EWP7	NULL	NULL
476	872	HFRJ	NULL	NULL
477	872	HFRL	NULL	NULL
478	872	HFRT	NULL	NULL
479	872	ESTC	NULL	NULL
480	872	HFRD	92/22	NULL
481	873	HFRL	NULL	NULL
482	873	HFRT	NULL	NULL
483	874	BL/APP	NULL	NULL
484	875	ESTC	NULL	NULL
485	875	BBS3+	NULL	NULL
486	875	LLOYD	NULL	NULL
487	876	SHORTER	NULL	NULL
488	877	LW	NULL	NULL
489	878	TODD	NULL	NULL
490	879	RCSUR	NULL	NULL
491	880	PM2	NULL	NULL
492	880	RAMSPROV	NULL	NULL
493	881	PIGOT	39	NULL
494	882	Beales	NULL	NULL
495	883	TSDER	NULL	NULL
496	884	SCHMOLLER	NULL	NULL
497	72	SHORTER	NULL	NULL
498	73	GOULDEN	NULL	NULL
499	74	PM2*	NULL	NULL
500	75	MAXTED	NULL	NULL
501	75	HOLDEN02	NULL	NULL
502	76	TODD	NULL	NULL
503	77	TODD	NULL	NULL
504	77	BROWN	NULL	NULL
505	78	BL/Int	NULL	NULL
506	79	ESTC	NULL	NULL
507	80	TODD	NULL	NULL
508	80	BROWN	NULL	NULL
509	81	ESTC	NULL	NULL
510	82	BL/APP	NULL	NULL
511	83	MAXTED	NULL	NULL
512	83	TODD	NULL	NULL
513	83	PENDRED	NULL	NULL
514	83	KASSLER	NULL	NULL
515	84	BROWN	NULL	NULL
516	86	TODD	NULL	NULL
517	86	TWYMAN	NULL	NULL
518	86	BROWN	NULL	NULL
519	87	TODD	NULL	NULL
520	88	RCSUR	NULL	NULL
521	89	TODDWALL	NULL	NULL
522	90	PIGOT	30	NULL
523	91	MYERSMS	NULL	NULL
524	92	BAINES	NULL	NULL
525	93	TODD	NULL	NULL
526	94	RCSUR	NULL	NULL
527	95	MAXTED	NULL	NULL
528	95	UNDERHILL	NULL	NULL
529	96	BTNW2	NULL	NULL
530	97	BL/SR	NULL	NULL
531	98	MAXTED	NULL	NULL
532	98	UNDERHILL	NULL	NULL
533	98	PIGOT	39	NULL
534	99	HUNNISETT	NULL	NULL
535	100	PLOMER3	NULL	NULL
536	100	ESTC	NULL	NULL
537	100	GOULDEN	NULL	NULL
538	100	BL/APP	NULL	NULL
539	101	BL/APP	NULL	NULL
540	102	RAMSPROV	NULL	NULL
541	103	SHORTER	NULL	NULL
542	104	SHORTER	NULL	NULL
543	105	PIGOT	39	NULL
544	106	BL/TD	NULL	NULL
545	107	SHORTER	NULL	NULL
546	108	TODD	NULL	NULL
547	109	LONSTAT	NULL	NULL
548	110	Beales	NULL	NULL
549	111	Beales	NULL	NULL
550	112	Beales	NULL	NULL
551	113	Beales	NULL	NULL
552	114	ESTC	NULL	NULL
553	114	FERDINAND	NULL	NULL
554	114	MISC	NULL	NULL
555	115	TWYMAN	NULL	NULL
556	115	DNB	NULL	NULL
557	115	ABBEY1	NULL	NULL
558	115	PENNELL	NULL	NULL
559	116	BHSUS31	NULL	NULL
560	117	MAXTED	NULL	NULL
561	117	BROWN	NULL	NULL
562	117	PIGOT	39	NULL
563	118	TWYMAN	NULL	NULL
564	118	PIGOT	39	NULL
565	119	ESTC	NULL	NULL
566	119	MAXTED	NULL	NULL
567	119	PLOMER4	NULL	NULL
568	120	ESTC	NULL	NULL
569	120	MAXTED	NULL	NULL
570	120	PLOMER4	NULL	NULL
571	121	JAL/BWK	NULL	NULL
572	122	GOULDEN	NULL	NULL
573	123	JAL/BWK	NULL	NULL
574	124	JAL/BWK	NULL	NULL
575	125	MATHEWS	51/67	NULL
576	126	BBS7	NULL	NULL
577	127	WALLIS	NULL	NULL
578	128	BL/Cen	NULL	NULL
579	129	IM.EWP7	NULL	NULL
580	130	IBm	NULL	NULL
581	131	PIcat	NULL	NULL
582	131	MISC	NULL	NULL
583	132	IM.EWP7	NULL	NULL
584	133	IM.EWP7	NULL	NULL
585	134	BTNW2	NULL	NULL
586	135	GOULDEN	NULL	NULL
587	136	RGSUS	NULL	NULL
588	137	ESTC	NULL	NULL
589	138	RAMSPROV	NULL	NULL
590	138	TS	NULL	NULL
591	139	MAXTED	NULL	NULL
592	140	BHSUS40	NULL	NULL
593	141	MYERSMS	NULL	NULL
594	142	Beales	NULL	NULL
595	143	JAL/INDXLIB	60	NULL
596	144	PLOMER3	NULL	NULL
597	145	DUFF	NULL	NULL
598	146	DUFF	NULL	NULL
599	146	BHSUS30	NULL	NULL
600	147	ESTC	NULL	NULL
601	148	ESTC	NULL	NULL
602	149	ESTC	NULL	NULL
603	150	ESTC	NULL	NULL
604	151	ESTC	NULL	NULL
605	154	BTNW2	NULL	NULL
606	155	TSDER	NULL	NULL
607	155	CI	NULL	NULL
608	860	ESTC	NULL	NULL
609	156	DUFF	NULL	NULL
610	157	PIcat	NULL	NULL
611	158	MYERSMS	NULL	NULL
612	159	PM.B2	NULL	NULL
613	160	MAXTED	NULL	NULL
614	161	ESTC	NULL	NULL
615	162	KAM	NULL	NULL
616	163	ER	NULL	NULL
617	164	ESTC	NULL	NULL
618	165	BTNW3	NULL	NULL
619	166	BBS6	NULL	NULL
620	167	BBS7	NULL	NULL
621	168	DK.Sur	NULL	NULL
622	169	IM.EWP7	NULL	NULL
623	170	MAXTED	NULL	NULL
624	170	HOWE	NULL	NULL
625	171	IM.EWP8	NULL	NULL
626	173	RCSUR	NULL	NULL
627	174	ESTC	NULL	NULL
628	175	PLOMER2	NULL	NULL
629	176	ESTC	NULL	NULL
630	177	TODD	NULL	NULL
631	178	PIGOT	30	NULL
632	179	IM.EWP7	NULL	NULL
633	180	BAINES	NULL	NULL
634	181	PIGOT	28	NULL
635	182	GOULDEN	NULL	NULL
636	183	ESTC	NULL	NULL
637	184	TODD	NULL	NULL
638	185	PLOMER1	NULL	NULL
639	185	STC	NULL	NULL
640	185	HUMPHRIES	NULL	NULL
641	186	BTNW3	NULL	NULL
642	186	ESTC	NULL	NULL
643	186	PLOMER4	NULL	NULL
644	187	ESTC	NULL	NULL
645	188	PLOMER1	NULL	NULL
646	188	STC	NULL	NULL
647	189	RAMSDEN	NULL	NULL
648	190	JAL/BWK	NULL	NULL
649	191	ESTC	NULL	NULL
650	192	GOULDEN	NULL	NULL
651	193	BBS6	NULL	NULL
652	194	DOR-CRO	NULL	NULL
653	195	PIGOT	39	NULL
654	196	MAXTED	NULL	NULL
655	196	BL/APP	NULL	NULL
656	197	HANKS	NULL	NULL
657	198	TWYMAN	NULL	NULL
658	199	GOULDEN	NULL	NULL
659	42044	BHSUS34	NULL	NULL
660	200	ESTC	NULL	NULL
661	200	LLOYD	NULL	NULL
662	201	ESTC	NULL	NULL
663	202	ESTC	NULL	NULL
664	203	HFRJ	2037	NULL
665	204	MYERSMS	NULL	NULL
666	205	MYERSMS	NULL	NULL
667	206	MATHEWS	51	NULL
668	207	PLOMER4	NULL	NULL
669	207	HOWE	NULL	NULL
670	208	SHORTER	NULL	NULL
671	208	DAVIESPP	NULL	NULL
672	209	ESTC	NULL	NULL
673	209	BBS4	NULL	NULL
674	210	UNDERHILL	NULL	NULL
675	211	JSE	NULL	NULL
676	212	RAMSPROV	NULL	NULL
677	213	KASSLER	NULL	NULL
678	214	PLOMER1	NULL	NULL
679	215	PLOMER1	NULL	NULL
680	215	STC	NULL	NULL
681	215	BHSUS30	NULL	NULL
682	216	PLOMER2	NULL	NULL
683	216	ST/2	1533	NULL
684	217	PLOMER3	NULL	NULL
685	217	PIcat	NULL	NULL
686	218	TYACKE	NULL	NULL
687	218	DNB	NULL	NULL
688	219	SHORTER	NULL	NULL
689	220	BTNW3	NULL	NULL
690	220	ESTC	NULL	NULL
691	220	PLOMER4	NULL	NULL
692	221	BBS6	NULL	NULL
693	222	BAINES	NULL	NULL
694	223	PIGOT	30	NULL
695	224	PM2*	NULL	NULL
696	225	RCSUR	NULL	NULL
697	226	PERKIN	2	NULL
698	227	TODD	NULL	NULL
699	227	BROWN	NULL	NULL
700	228	HOWE	NULL	NULL
701	229	BHSUS2	NULL	NULL
702	230	BL/TD	NULL	NULL
703	231	BL/PB	NULL	NULL
704	232	BHSUS11	NULL	NULL
705	233	PIGOT	26	NULL
706	234	DDM	22/10/1773	NULL
707	235	ESTC	NULL	NULL
708	236	ESTC	NULL	NULL
709	237	ESTC	NULL	NULL
710	238	ESTC	NULL	NULL
711	239	ESTC	NULL	NULL
712	240	PLOMER4	NULL	NULL
713	241	BTNW3	NULL	NULL
714	243	CHETHAM	NULL	NULL
715	244	IM.EWP7	NULL	NULL
716	244	PLOMER4	NULL	NULL
717	245	PM.B1	NULL	NULL
718	245	ESTC	NULL	NULL
719	246	IM.EWP7	NULL	NULL
720	247	PLOMER1	NULL	NULL
721	247	STC	NULL	NULL
722	248	STC	NULL	NULL
723	249	SHORTER	NULL	NULL
724	250	ESTC	NULL	NULL
725	251	BL/APP	NULL	NULL
726	252	ESTC	NULL	NULL
727	253	ESTC	NULL	NULL
728	254	CHETHAM	NULL	NULL
729	256	BTNW3	NULL	NULL
730	256	ESTC	NULL	NULL
731	256	PLOMER3	NULL	NULL
732	256	LLOYD	NULL	NULL
733	256	STOKER2	NULL	NULL
734	257	ESTC	NULL	NULL
735	258	ESTC	NULL	NULL
736	259	PM.B7	NULL	NULL
737	260	IM.EWP8	NULL	NULL
738	262	MYERSMS	NULL	NULL
739	262	HOWECO	NULL	NULL
740	263	SHORTER	NULL	NULL
741	263	C&E1816	NULL	NULL
742	263	DAVIESPP	NULL	NULL
743	264	ESTC	NULL	NULL
744	264	FERDINAND	NULL	NULL
745	265	PLOMER1	NULL	NULL
746	265	STC	NULL	NULL
747	265	HUMPHRIES	NULL	NULL
748	266	MAXTED	NULL	NULL
749	267	ESTC	NULL	NULL
750	268	MYERSMS	NULL	NULL
751	269	RAMSDEN	NULL	NULL
752	270	PIGOT	30	NULL
753	272	RAMSDEN	NULL	NULL
754	273	PM2*	NULL	NULL
755	274	RAMSDEN	NULL	NULL
756	243	ESTC	NULL	NULL
757	243	PLOMER4	NULL	NULL
758	254	PLOMER3	NULL	NULL
759	274	PIGOT	39	NULL
760	275	PIGOT	39	NULL
761	276	CHETHAM	NULL	NULL
762	277	ESTC	NULL	NULL
763	278	CHETHAM	NULL	NULL
764	279	JAL/CHAL	NULL	NULL
765	280	BL/PB	NULL	NULL
766	281	ESTC	NULL	NULL
767	282	SHORTER	NULL	NULL
768	283	IM.EWP7	NULL	NULL
769	284	HOLDEN05	NULL	NULL
770	285	MYERSMS	NULL	NULL
771	286	JSE	NULL	NULL
772	287	BROWN	NULL	NULL
773	288	RAMSPROV	NULL	NULL
774	289	BTNW2	NULL	NULL
